1	4	12.1235648738787
1	24	20.4915053745497
1	42	16.4775931261666
1	93	14.6489080545616
1	129	5.83041283332991
1	225	19.0048692584170
1	269	12.9911329739787
1	271	18.2748443783800
1	305	18.6178232485512
2	12	14.3519321646832
2	99	6.97702515750838
2	144	14.5969522307893
2	164	14.0892321528542
2	203	17.3104764559212
2	214	4.86945062404899
2	236	13.9971887491226
2	251	11.9705421668234
2	262	18.3164122866496
2	274	11.9384512418935
3	16	6.89471372818391
3	61	11.3427141593647
3	62	8.32121552996758
3	70	9.70038225580156
3	78	14.7540530813657
3	98	9.40126594869424
3	107	10.4890974165965
3	108	12.7466931294513
3	131	11.3818966581964
3	183	10.1551141295507
3	277	1.45762533367883
3	308	15.2462068897791
4	24	16.8336249858854
4	33	18.3105530012482
4	42	6.76597437495343
4	93	17.0133783700438
4	116	18.9594460940167
4	129	12.5775344097175
4	240	17.8966616765305
4	305	7.89233684959420
4	310	17.6536945895462
5	19	18.7742310455988
5	122	9.63841800601784
5	149	9.98101620643115
5	173	4.39349765122545
5	206	3.54890978272500
5	242	17.3157481057171
5	243	15.4179352711189
5	259	12.1681024236479
5	296	15.0931572162939
6	17	11.2504502553144
6	34	17.6281647420361
6	66	16.6864121329859
6	126	10.1261973640284
6	139	15.9297278079928
6	142	19.7638951360133
6	167	10.4891770292219
6	220	11.3630332856360
6	298	15.5309206510579
6	312	18.2299768071502
7	45	19.3179729318528
7	85	9.51784988745133
7	105	12.8720390673470
7	161	16.2145811994865
7	190	13.9334075276540
7	212	11.7186491055990
7	320	10.7638940615471
8	11	17.0215082196457
8	46	11.8381587508615
8	50	7.36540705070741
8	123	18.6899568847065
8	141	16.1210970650673
8	186	15.8760942188740
8	202	16.1597758745059
8	215	11.3615935351606
8	224	17.0138978533921
8	241	18.4290622317524
8	302	16.6878594644354
8	320	11.4885092995508
9	40	18.8073877215891
9	114	14.6887891412498
9	163	17.3407019898066
9	186	18.9831281384784
9	208	8.54387949908381
9	222	11.3622484711831
9	270	12.2412924380290
10	14	18.0974302781167
10	26	17.0815495577368
10	36	18.1090488525468
10	38	17.8934782639983
10	52	19.6406652388471
10	124	16.8907199889616
10	158	13.6751695775034
10	213	12.1922808218096
10	238	10.3462468949265
10	257	17.9940779889407
10	278	11.6802410680279
10	285	19.4721443523343
10	286	17.1660714921746
10	301	9.48029361848289
10	315	13.6515174616828
11	46	17.8789139695696
11	50	9.89286273116092
11	80	2.84018378483586
11	90	18.3462607352778
11	123	4.96750166771151
11	141	2.33405864263218
11	186	12.7415122815422
11	202	16.1377350713369
11	215	12.4350382902798
11	222	16.6981787563091
11	224	14.0301311336093
11	241	4.53053811197781
11	270	15.3092973434057
12	99	14.4397877630086
12	144	19.3529227939669
12	145	18.7710668817715
12	154	12.9590458710862
12	214	13.3856600215668
12	246	8.52174960595603
12	251	11.0320928672070
12	262	6.06900762034862
12	274	18.6420072222025
12	279	16.3666031794373
13	39	15.3260595702326
13	201	11.0637491838089
13	260	10.8511592383695
13	280	18.5694531062100
13	295	2.73264111005357
14	18	12.8148343913296
14	22	11.9341573275611
14	25	7.67840276308494
14	38	2.32753676446626
14	49	14.6613487446190
